signal,enter_date,year,month,enter_time,enter_price,exit_date,exit_time,exit_price,profit,profit_pct,capital_return,holding_bars,holding_minutes,percent
SHORT_EMA_CROSS,2015-06-19,2015,6,12:30:00,28.41,2015-06-19,15:30:00,28.31,0.1,0.00352,0.000753,6,180.0,21.4
LONG_EMA_CROSS,2015-06-22,2015,6,11:30:00,28.66,2015-06-22,15:30:00,28.58,-0.08,-0.002791,-0.00069,8,240.0,24.71
SHORT_EMA_CROSS,2015-06-23,2015,6,12:00:00,28.47,2015-06-23,15:30:00,28.45,0.02,0.000702,0.000147,7,210.0,20.98
LONG_EMA_CROSS,2015-06-24,2015,6,10:00:00,28.85,2015-06-24,15:30:00,28.7,-0.15,-0.005199,-0.002,11,330.0,38.46
SHORT_EMA_CROSS,2015-06-26,2015,6,09:30:00,28.65,2015-06-26,15:30:00,28.39,0.26,0.009075,0.002253,12,360.0,24.83
LONG_EMA_CROSS,2015-07-02,2015,7,09:30:00,28.27,2015-07-02,10:00:00,28.28,0.01,0.000354,7.6e-05,1,30.0,21.43
SHORT_EMA_CROSS,2015-07-02,2015,7,10:00:00,28.28,2015-07-02,15:30:00,28.31,-0.03,-0.001061,-0.000232,11,330.0,21.89
LONG_EMA_CROSS,2015-07-13,2015,7,10:30:00,27.9,2015-07-13,15:30:00,28.14,0.24,0.008602,0.003208,10,300.0,37.29
SHORT_EMA_CROSS,2015-07-22,2015,7,10:30:00,27.95,2015-07-22,15:30:00,28.05,-0.1,-0.003578,-0.001665,10,300.0,46.53
LONG_EMA_CROSS,2015-08-10,2015,8,10:30:00,26.64,2015-08-10,15:30:00,26.93,0.29,0.010886,0.002221,10,300.0,20.4
SHORT_EMA_CROSS,2015-08-11,2015,8,12:30:00,25.84,2015-08-11,15:30:00,25.53,0.31,0.011997,0.002447,6,180.0,20.4
LONG_EMA_CROSS,2015-08-13,2015,8,13:00:00,26.1,2015-08-13,15:30:00,25.91,-0.19,-0.00728,-0.001456,5,150.0,20.0
SHORT_EMA_CROSS,2015-08-14,2015,8,11:00:00,25.89,2015-08-14,15:30:00,26.09,-0.2,-0.007725,-0.001638,9,270.0,21.21
SHORT_EMA_CROSS,2015-08-19,2015,8,11:00:00,25.83,2015-08-19,15:30:00,25.88,-0.05,-0.001936,-0.000488,9,270.0,25.23
LONG_EMA_CROSS,2015-08-27,2015,8,10:00:00,25.01,2015-08-27,15:30:00,25.41,0.4,0.015994,0.004099,11,330.0,25.63
SHORT_EMA_CROSS,2015-09-01,2015,9,12:30:00,24.76,2015-09-01,15:30:00,24.24,0.52,0.021002,0.004877,6,180.0,23.22
LONG_EMA_CROSS,2015-09-03,2015,9,09:30:00,25.1,2015-09-03,15:30:00,24.82,-0.28,-0.011155,-0.00259,12,360.0,23.22
LONG_EMA_CROSS,2015-09-08,2015,9,11:00:00,25.16,2015-09-08,15:30:00,25.27,0.11,0.004372,0.000892,9,270.0,20.4
SHORT_EMA_CROSS,2015-09-18,2015,9,09:30:00,25.49,2015-09-18,15:30:00,25.53,-0.04,-0.001569,-0.000314,12,360.0,20.0
LONG_EMA_CROSS,2015-09-21,2015,9,15:30:00,25.92,2015-09-22,10:00:00,25.58,-0.34,-0.013117,-0.002782,2,1110.0,21.21
SHORT_EMA_CROSS,2015-09-22,2015,9,10:00:00,25.58,2015-09-22,15:30:00,25.51,0.07,0.002737,0.00058,11,330.0,21.21
LONG_EMA_CROSS,2015-09-23,2015,9,15:30:00,25.72,2015-09-24,10:00:00,25.39,-0.33,-0.01283,-0.002669,2,1110.0,20.8
SHORT_EMA_CROSS,2015-09-24,2015,9,10:00:00,25.39,2015-09-24,15:00:00,25.88,-0.49,-0.019299,-0.004869,10,300.0,25.23
LONG_EMA_CROSS,2015-09-24,2015,9,15:00:00,25.88,2015-09-24,15:30:00,25.87,-0.01,-0.000386,-8.8e-05,1,30.0,22.81
SHORT_EMA_CROSS,2015-09-28,2015,9,10:30:00,25.57,2015-09-28,15:30:00,25.3,0.27,0.010559,0.002282,10,300.0,21.61
LONG_EMA_CROSS,2015-10-05,2015,10,14:00:00,24.95,2015-10-05,15:30:00,24.92,-0.03,-0.001202,-0.000284,3,90.0,23.62
SHORT_EMA_CROSS,2015-10-07,2015,10,13:00:00,24.75,2015-10-07,15:30:00,24.92,-0.17,-0.006869,-0.00176,5,150.0,25.63
LONG_EMA_CROSS,2015-10-08,2015,10,09:30:00,24.53,2015-10-08,10:00:00,24.49,-0.04,-0.001631,-0.000326,1,30.0,20.0
SHORT_EMA_CROSS,2015-10-08,2015,10,10:00:00,24.49,2015-10-08,15:30:00,24.64,-0.15,-0.006125,-0.002111,11,330.0,34.47
LONG_EMA_CROSS,2015-10-09,2015,10,11:00:00,25.14,2015-10-09,15:30:00,25.22,0.08,0.003182,0.000944,9,270.0,29.65
SHORT_EMA_CROSS,2015-10-14,2015,10,11:00:00,24.75,2015-10-14,15:30:00,24.8,-0.05,-0.00202,-0.000518,9,270.0,25.63
LONG_EMA_CROSS,2015-10-15,2015,10,13:30:00,25.1,2015-10-15,15:30:00,25.16,0.06,0.00239,0.000545,4,120.0,22.81
SHORT_EMA_CROSS,2015-10-16,2015,10,14:30:00,24.92,2015-10-16,15:30:00,24.98,-0.06,-0.002408,-0.000559,2,60.0,23.22
LONG_EMA_CROSS,2015-10-19,2015,10,15:00:00,25.07,2015-10-19,15:30:00,25.14,0.07,0.002792,0.000682,1,30.0,24.42
SHORT_EMA_CROSS,2015-10-27,2015,10,09:30:00,26.13,2015-10-27,10:00:00,26.1,0.03,0.001148,0.000308,1,30.0,26.83
LONG_EMA_CROSS,2015-10-27,2015,10,10:00:00,26.1,2015-10-27,12:30:00,25.93,-0.17,-0.006513,-0.001512,5,150.0,23.22
SHORT_EMA_CROSS,2015-10-27,2015,10,12:30:00,25.93,2015-10-27,15:30:00,25.78,0.15,0.005785,0.001529,6,180.0,26.43
LONG_EMA_CROSS,2015-10-28,2015,10,10:30:00,26.29,2015-10-28,15:30:00,26.84,0.55,0.020921,0.005109,10,300.0,24.42
SHORT_EMA_CROSS,2015-11-05,2015,11,14:30:00,27.21,2015-11-05,15:30:00,27.32,-0.11,-0.004043,-0.000955,2,60.0,23.62
LONG_EMA_CROSS,2015-11-06,2015,11,10:30:00,27.45,2015-11-06,15:30:00,27.35,-0.1,-0.003643,-0.000729,10,300.0,20.0
SHORT_EMA_CROSS,2015-11-09,2015,11,11:30:00,27.2,2015-11-09,15:30:00,27.24,-0.04,-0.001471,-0.000395,8,240.0,26.83
LONG_EMA_CROSS,2015-11-18,2015,11,10:30:00,26.44,2015-11-18,15:30:00,26.5,0.06,0.002269,0.000773,10,300.0,34.07
SHORT_EMA_CROSS,2015-11-27,2015,11,09:30:00,26.63,2015-11-27,12:30:00,26.62,0.01,0.000376,7.5e-05,6,180.0,20.0
LONG_EMA_CROSS,2015-11-30,2015,11,10:30:00,26.88,2015-11-30,15:30:00,26.73,-0.15,-0.00558,-0.001699,10,300.0,30.45
SHORT_EMA_CROSS,2015-12-01,2015,12,12:00:00,26.7,2015-12-01,15:30:00,26.51,0.19,0.007116,0.001452,7,210.0,20.4
LONG_EMA_CROSS,2015-12-04,2015,12,12:00:00,26.74,2015-12-04,15:30:00,26.89,0.15,0.00561,0.00119,7,210.0,21.21
SHORT_EMA_CROSS,2015-12-09,2015,12,10:00:00,26.46,2015-12-09,15:30:00,26.13,0.33,0.012472,0.002795,11,330.0,22.41
LONG_EMA_CROSS,2015-12-23,2015,12,12:30:00,24.49,2015-12-23,15:30:00,24.54,0.05,0.002042,0.000515,6,180.0,25.23
SHORT_EMA_CROSS,2015-12-28,2015,12,10:00:00,24.05,2015-12-28,15:30:00,24.14,-0.09,-0.003742,-0.000839,11,330.0,22.41
LONG_EMA_CROSS,2015-12-29,2015,12,13:00:00,24.58,2015-12-29,15:30:00,24.57,-0.01,-0.000407,-0.000103,5,150.0,25.23
SHORT_EMA_CROSS,2015-12-30,2015,12,13:00:00,24.31,2015-12-30,15:30:00,24.25,0.06,0.002468,0.000494,5,150.0,20.0
LONG_EMA_CROSS,2016-01-12,2016,1,15:00:00,22.52,2016-01-12,15:30:00,22.59,0.07,0.003108,0.000759,1,30.0,24.42
SHORT_EMA_CROSS,2016-01-13,2016,1,15:00:00,22.2,2016-01-13,15:30:00,22.01,0.19,0.008559,0.002503,1,30.0,29.25
LONG_EMA_CROSS,2016-01-14,2016,1,15:30:00,22.48,2016-01-15,10:00:00,21.88,-0.6,-0.02669,-0.007698,2,1110.0,28.84
SHORT_EMA_CROSS,2016-01-15,2016,1,10:00:00,21.88,2016-01-15,15:30:00,21.94,-0.06,-0.002742,-0.000923,11,330.0,33.67
LONG_EMA_CROSS,2016-01-21,2016,1,12:30:00,22.0,2016-01-21,15:30:00,21.76,-0.24,-0.010909,-0.002314,6,180.0,21.21
LONG_EMA_CROSS,2016-01-22,2016,1,10:00:00,22.46,2016-01-22,15:30:00,22.92,0.46,0.020481,0.007883,11,330.0,38.49
SHORT_EMA_CROSS,2016-01-27,2016,1,10:00:00,21.39,2016-01-27,15:30:00,21.11,0.28,0.01309,0.003355,11,330.0,25.63
LONG_EMA_CROSS,2016-01-29,2016,1,15:00:00,21.9,2016-01-29,15:30:00,21.95,0.05,0.002283,0.000594,1,30.0,26.03
SHORT_EMA_CROSS,2016-02-02,2016,2,10:30:00,21.57,2016-02-02,15:30:00,21.35,0.22,0.010199,0.002531,10,300.0,24.82
LONG_EMA_CROSS,2016-02-04,2016,2,09:30:00,21.78,2016-02-04,15:30:00,21.94,0.16,0.007346,0.001735,12,360.0,23.62
SHORT_EMA_CROSS,2016-02-05,2016,2,13:30:00,21.52,2016-02-05,15:30:00,21.36,0.16,0.007435,0.001577,4,120.0,21.21
LONG_EMA_CROSS,2016-02-09,2016,2,15:00:00,21.6,2016-02-09,15:30:00,21.59,-0.01,-0.000463,-0.000104,1,30.0,22.41
SHORT_EMA_CROSS,2016-02-11,2016,2,09:30:00,21.4,2016-02-11,15:30:00,21.28,0.12,0.005607,0.001302,12,360.0,23.22
LONG_EMA_CROSS,2016-02-16,2016,2,10:30:00,21.64,2016-02-16,15:30:00,21.95,0.31,0.014325,0.003268,10,300.0,22.81
SHORT_EMA_CROSS,2016-02-19,2016,2,15:00:00,21.87,2016-02-19,15:30:00,21.82,0.05,0.002286,0.000512,1,30.0,22.41
LONG_EMA_CROSS,2016-02-22,2016,2,14:30:00,21.94,2016-02-22,15:30:00,22.01,0.07,0.003191,0.000638,2,60.0,20.0
SHORT_EMA_CROSS,2016-02-23,2016,2,10:30:00,21.64,2016-02-23,15:30:00,21.51,0.13,0.006007,0.001201,10,300.0,20.0
LONG_EMA_CROSS,2016-02-25,2016,2,11:00:00,21.82,2016-02-25,15:30:00,21.98,0.16,0.007333,0.00182,9,270.0,24.82
SHORT_EMA_CROSS,2016-03-09,2016,3,09:30:00,22.87,2016-03-09,15:30:00,22.97,-0.1,-0.004373,-0.001138,12,360.0,26.03
LONG_EMA_CROSS,2016-03-10,2016,3,10:00:00,23.05,2016-03-10,11:00:00,22.87,-0.18,-0.007809,-0.002095,2,60.0,26.83
SHORT_EMA_CROSS,2016-03-10,2016,3,11:00:00,22.87,2016-03-10,15:30:00,22.98,-0.11,-0.00481,-0.00102,9,270.0,21.21
LONG_EMA_CROSS,2016-03-11,2016,3,10:30:00,23.16,2016-03-11,15:30:00,23.23,0.07,0.003022,0.001127,10,300.0,37.29
SHORT_EMA_CROSS,2016-03-24,2016,3,10:30:00,23.89,2016-03-24,15:30:00,24.0,-0.11,-0.004604,-0.001458,10,300.0,31.66
LONG_EMA_CROSS,2016-03-29,2016,3,11:30:00,24.24,2016-03-29,15:30:00,24.46,0.22,0.009076,0.002581,8,240.0,28.44
SHORT_EMA_CROSS,2016-04-07,2016,4,11:00:00,24.84,2016-04-07,15:30:00,24.66,0.18,0.007246,0.001537,9,270.0,21.21
LONG_EMA_CROSS,2016-04-11,2016,4,11:30:00,24.97,2016-04-11,15:30:00,24.77,-0.2,-0.00801,-0.001892,8,240.0,23.62
SHORT_EMA_CROSS,2016-04-12,2016,4,10:30:00,24.89,2016-04-12,11:30:00,24.92,-0.03,-0.001205,-0.000299,2,60.0,24.82
LONG_EMA_CROSS,2016-04-12,2016,4,11:30:00,24.92,2016-04-12,15:30:00,25.09,0.17,0.006822,0.001447,8,240.0,21.21
SHORT_EMA_CROSS,2016-04-15,2016,4,14:30:00,25.05,2016-04-15,15:30:00,24.95,0.1,0.003992,0.001007,2,60.0,25.23
LONG_EMA_CROSS,2016-05-11,2016,5,09:30:00,21.26,2016-05-11,10:00:00,21.3,0.04,0.001881,0.000391,1,30.0,20.8
SHORT_EMA_CROSS,2016-05-11,2016,5,10:00:00,21.3,2016-05-11,11:00:00,21.24,0.06,0.002817,0.000563,2,60.0,20.0
LONG_EMA_CROSS,2016-05-11,2016,5,11:00:00,21.24,2016-05-11,11:30:00,21.28,0.04,0.001883,0.000392,1,30.0,20.8
SHORT_EMA_CROSS,2016-05-11,2016,5,11:30:00,21.28,2016-05-11,15:30:00,21.14,0.14,0.006579,0.001474,8,240.0,22.41
LONG_EMA_CROSS,2016-05-16,2016,5,11:00:00,21.34,2016-05-16,15:30:00,21.45,0.11,0.005155,0.001383,9,270.0,26.83
SHORT_EMA_CROSS,2016-06-01,2016,6,13:00:00,22.64,2016-06-01,15:30:00,22.5,0.14,0.006184,0.001261,5,150.0,20.4
LONG_EMA_CROSS,2016-06-06,2016,6,11:30:00,22.62,2016-06-06,15:30:00,22.54,-0.08,-0.003537,-0.000821,8,240.0,23.22
SHORT_EMA_CROSS,2016-06-10,2016,6,12:30:00,22.7,2016-06-10,13:00:00,22.67,0.03,0.001322,0.000286,1,30.0,21.61
LONG_EMA_CROSS,2016-06-10,2016,6,13:00:00,22.67,2016-06-10,14:00:00,22.61,-0.06,-0.002647,-0.000572,2,60.0,21.61
SHORT_EMA_CROSS,2016-06-10,2016,6,14:00:00,22.61,2016-06-10,15:30:00,22.59,0.02,0.000885,0.000191,3,90.0,21.61
LONG_EMA_CROSS,2016-06-22,2016,6,11:00:00,22.1,2016-06-22,12:30:00,21.89,-0.21,-0.009502,-0.001938,3,90.0,20.4
SHORT_EMA_CROSS,2016-06-22,2016,6,12:30:00,21.89,2016-06-22,15:30:00,21.84,0.05,0.002284,0.000558,6,180.0,24.42
LONG_EMA_CROSS,2016-06-29,2016,6,11:30:00,21.56,2016-06-29,15:30:00,21.58,0.02,0.000928,0.000249,8,240.0,26.83
SHORT_EMA_CROSS,2016-07-05,2016,7,14:00:00,21.65,2016-07-05,15:30:00,21.72,-0.07,-0.003233,-0.000686,3,90.0,21.21
LONG_EMA_CROSS,2016-07-06,2016,7,12:00:00,21.84,2016-07-06,15:30:00,21.83,-0.01,-0.000458,-9.2e-05,7,210.0,20.0
SHORT_EMA_CROSS,2016-07-22,2016,7,10:00:00,22.59,2016-07-22,15:30:00,22.55,0.04,0.001771,0.000482,11,330.0,27.24
LONG_EMA_CROSS,2016-07-27,2016,7,10:00:00,23.66,2016-07-27,15:30:00,23.53,-0.13,-0.005495,-0.001143,11,330.0,20.8
SHORT_EMA_CROSS,2016-08-17,2016,8,12:30:00,25.08,2016-08-17,13:00:00,25.07,0.01,0.000399,8e-05,1,30.0,20.0
LONG_EMA_CROSS,2016-08-17,2016,8,13:00:00,25.07,2016-08-17,15:30:00,25.09,0.02,0.000798,0.000163,5,150.0,20.4
SHORT_EMA_CROSS,2016-08-22,2016,8,10:30:00,24.95,2016-08-22,15:30:00,24.93,0.02,0.000802,0.000173,10,300.0,21.61
LONG_EMA_CROSS,2016-08-23,2016,8,14:30:00,25.04,2016-08-23,15:30:00,25.01,-0.03,-0.001198,-0.00024,2,60.0,20.0
SHORT_EMA_CROSS,2016-08-24,2016,8,09:30:00,24.88,2016-08-24,15:30:00,24.83,0.05,0.00201,0.00041,12,360.0,20.4
LONG_EMA_CROSS,2016-09-02,2016,9,10:00:00,24.7,2016-09-02,15:30:00,24.76,0.06,0.002429,0.000964,11,330.0,39.7
SHORT_EMA_CROSS,2016-09-08,2016,9,10:30:00,24.31,2016-09-08,15:30:00,24.25,0.06,0.002468,0.000712,10,300.0,28.84
LONG_EMA_CROSS,2016-09-13,2016,9,10:00:00,24.86,2016-09-13,15:30:00,24.82,-0.04,-0.001609,-0.000503,11,330.0,31.26
SHORT_EMA_CROSS,2016-09-21,2016,9,12:00:00,25.87,2016-09-21,15:30:00,26.09,-0.22,-0.008504,-0.001701,7,210.0,20.0
LONG_EMA_CROSS,2016-09-22,2016,9,10:00:00,26.4,2016-09-22,15:30:00,26.34,-0.06,-0.002273,-0.000573,11,330.0,25.23
SHORT_EMA_CROSS,2016-09-23,2016,9,14:30:00,25.93,2016-09-23,15:30:00,25.9,0.03,0.001157,0.000255,2,60.0,22.01
LONG_EMA_CROSS,2016-09-28,2016,9,10:30:00,26.16,2016-09-28,15:30:00,26.18,0.02,0.000765,0.000184,10,300.0,24.02
SHORT_EMA_CROSS,2016-09-29,2016,9,11:00:00,25.81,2016-09-29,15:30:00,25.78,0.03,0.001162,0.000242,9,270.0,20.8
LONG_EMA_CROSS,2016-10-04,2016,10,10:30:00,26.21,2016-10-04,15:30:00,25.97,-0.24,-0.009157,-0.002752,10,300.0,30.05
SHORT_EMA_CROSS,2016-10-19,2016,10,15:30:00,26.91,2016-10-20,15:30:00,26.89,0.02,0.000743,0.000173,13,1440.0,23.22
LONG_EMA_CROSS,2016-10-24,2016,10,12:00:00,26.96,2016-10-24,15:30:00,27.03,0.07,0.002596,0.000686,7,210.0,26.43
SHORT_EMA_CROSS,2016-10-26,2016,10,10:00:00,26.23,2016-10-26,15:30:00,26.56,-0.33,-0.012581,-0.004186,11,330.0,33.27
LONG_EMA_CROSS,2016-11-08,2016,11,12:30:00,25.79,2016-11-08,15:30:00,25.65,-0.14,-0.005428,-0.001282,6,180.0,23.62
SHORT_EMA_CROSS,2016-11-09,2016,11,10:30:00,25.18,2016-11-09,15:30:00,25.61,-0.43,-0.017077,-0.005612,10,300.0,32.86
LONG_EMA_CROSS,2016-11-16,2016,11,10:30:00,25.21,2016-11-16,15:30:00,25.41,0.2,0.007933,0.001587,10,300.0,20.0
SHORT_EMA_CROSS,2016-11-29,2016,11,11:00:00,25.68,2016-11-29,12:00:00,25.8,-0.12,-0.004673,-0.00101,2,60.0,21.61
LONG_EMA_CROSS,2016-11-29,2016,11,12:00:00,25.8,2016-11-29,15:30:00,25.74,-0.06,-0.002326,-0.00053,7,210.0,22.81
SHORT_EMA_CROSS,2016-11-30,2016,11,11:00:00,25.56,2016-11-30,15:30:00,25.53,0.03,0.001174,0.000239,9,270.0,20.4
LONG_EMA_CROSS,2016-12-07,2016,12,13:00:00,25.47,2016-12-07,15:30:00,25.64,0.17,0.006675,0.001416,5,150.0,21.21
SHORT_EMA_CROSS,2016-12-22,2016,12,11:30:00,26.74,2016-12-22,15:30:00,26.86,-0.12,-0.004488,-0.000898,8,240.0,20.0
LONG_EMA_CROSS,2016-12-27,2016,12,10:00:00,27.18,2016-12-27,15:30:00,27.08,-0.1,-0.003679,-0.001046,11,330.0,28.44
SHORT_EMA_CROSS,2016-12-29,2016,12,11:00:00,26.94,2016-12-29,15:30:00,26.96,-0.02,-0.000742,-0.000151,9,270.0,20.4
LONG_EMA_CROSS,2017-01-04,2017,1,14:30:00,26.81,2017-01-04,15:30:00,26.8,-0.01,-0.000373,-7.6e-05,2,60.0,20.4
LONG_EMA_CROSS,2017-01-05,2017,1,10:00:00,26.92,2017-01-05,15:30:00,26.93,0.01,0.000371,9.8e-05,11,330.0,26.43
SHORT_EMA_CROSS,2017-01-30,2017,1,12:30:00,27.99,2017-01-30,15:30:00,28.08,-0.09,-0.003215,-0.000643,6,180.0,20.0
LONG_EMA_CROSS,2017-02-01,2017,2,10:00:00,29.58,2017-02-01,15:30:00,29.74,0.16,0.005409,0.004909,11,330.0,90.75
SHORT_EMA_CROSS,2017-02-24,2017,2,11:30:00,31.51,2017-02-24,15:30:00,31.7,-0.19,-0.00603,-0.001206,8,240.0,20.0
LONG_EMA_CROSS,2017-02-27,2017,2,09:30:00,31.8,2017-02-27,15:30:00,31.77,-0.03,-0.000943,-0.000189,12,360.0,20.0
SHORT_EMA_CROSS,2017-03-09,2017,3,09:30:00,32.11,2017-03-09,15:30:00,32.17,-0.06,-0.001869,-0.000411,12,360.0,22.01
LONG_EMA_CROSS,2017-03-10,2017,3,13:00:00,32.22,2017-03-10,13:30:00,32.25,0.03,0.000931,0.000186,1,30.0,20.0
SHORT_EMA_CROSS,2017-03-10,2017,3,13:30:00,32.25,2017-03-10,14:00:00,32.28,-0.03,-0.00093,-0.000193,1,30.0,20.8
LONG_EMA_CROSS,2017-03-10,2017,3,14:00:00,32.28,2017-03-10,15:30:00,32.28,0.0,0.0,0.0,3,90.0,20.4
SHORT_EMA_CROSS,2017-03-14,2017,3,15:00:00,32.26,2017-03-14,15:30:00,32.24,0.02,0.00062,0.000144,1,30.0,23.22
LONG_EMA_CROSS,2017-03-15,2017,3,10:00:00,32.32,2017-03-15,15:30:00,32.58,0.26,0.008045,0.001738,11,330.0,21.61
SHORT_EMA_CROSS,2017-03-21,2017,3,15:30:00,32.44,2017-03-22,12:00:00,32.7,-0.26,-0.008015,-0.001732,6,1230.0,21.61
LONG_EMA_CROSS,2017-03-22,2017,3,12:00:00,32.7,2017-03-22,15:30:00,32.81,0.11,0.003364,0.001011,7,210.0,30.05
SHORT_EMA_CROSS,2017-03-24,2017,3,15:30:00,32.62,2017-03-27,15:30:00,32.68,-0.06,-0.001839,-0.000383,13,4320.0,20.8
LONG_EMA_CROSS,2017-03-28,2017,3,10:00:00,32.79,2017-03-28,15:30:00,33.36,0.57,0.017383,0.003896,11,330.0,22.41
SHORT_EMA_CROSS,2017-04-06,2017,4,13:00:00,33.45,2017-04-06,15:30:00,33.33,0.12,0.003587,0.000761,5,150.0,21.21
LONG_EMA_CROSS,2017-04-20,2017,4,12:00:00,33.1,2017-04-20,15:30:00,33.04,-0.06,-0.001813,-0.000384,7,210.0,21.21
SHORT_EMA_CROSS,2017-05-17,2017,5,10:30:00,35.16,2017-05-17,15:30:00,34.99,0.17,0.004835,0.001317,10,300.0,27.24
LONG_EMA_CROSS,2017-05-19,2017,5,12:00:00,35.76,2017-05-19,15:30:00,35.65,-0.11,-0.003076,-0.000677,7,210.0,22.01
SHORT_EMA_CROSS,2017-05-24,2017,5,11:30:00,35.61,2017-05-24,15:30:00,35.71,-0.1,-0.002808,-0.000596,8,240.0,21.21
LONG_EMA_CROSS,2017-05-25,2017,5,11:30:00,35.81,2017-05-25,15:30:00,35.85,0.04,0.001117,0.000228,8,240.0,20.4
SHORT_EMA_CROSS,2017-05-31,2017,5,10:30:00,35.62,2017-05-31,15:30:00,35.58,0.04,0.001123,0.000383,10,300.0,34.07
LONG_EMA_CROSS,2017-06-02,2017,6,11:30:00,35.87,2017-06-02,15:30:00,36.21,0.34,0.009479,0.002201,8,240.0,23.22
SHORT_EMA_CROSS,2017-06-09,2017,6,11:30:00,35.83,2017-06-09,15:30:00,34.7,1.13,0.031538,0.006815,8,240.0,21.61
LONG_EMA_CROSS,2017-06-19,2017,6,12:30:00,33.99,2017-06-19,15:30:00,34.09,0.1,0.002942,0.000624,6,180.0,21.21
SHORT_EMA_CROSS,2017-06-21,2017,6,10:30:00,33.91,2017-06-21,11:00:00,33.88,0.03,0.000885,0.000177,1,30.0,20.0
LONG_EMA_CROSS,2017-06-21,2017,6,11:00:00,33.88,2017-06-21,15:30:00,33.98,0.1,0.002952,0.000638,9,270.0,21.61
SHORT_EMA_CROSS,2017-06-27,2017,6,10:00:00,33.9,2017-06-27,15:30:00,33.49,0.41,0.012094,0.003051,11,330.0,25.23
LONG_EMA_CROSS,2017-06-29,2017,6,09:30:00,33.63,2017-06-29,10:00:00,33.64,0.01,0.000297,6.5e-05,1,30.0,22.01
SHORT_EMA_CROSS,2017-06-29,2017,6,10:00:00,33.64,2017-06-29,15:30:00,33.47,0.17,0.005054,0.001519,11,330.0,30.05
LONG_EMA_CROSS,2017-07-07,2017,7,13:00:00,33.69,2017-07-07,15:30:00,33.58,-0.11,-0.003265,-0.000706,5,150.0,21.61
SHORT_EMA_CROSS,2017-07-27,2017,7,13:30:00,34.83,2017-07-27,15:30:00,35.07,-0.24,-0.006891,-0.001877,4,120.0,27.24
LONG_EMA_CROSS,2017-08-02,2017,8,10:00:00,36.44,2017-08-02,15:30:00,36.61,0.17,0.004665,0.001852,11,330.0,39.7
SHORT_EMA_CROSS,2017-08-10,2017,8,13:00:00,36.8,2017-08-10,15:30:00,36.32,0.48,0.013043,0.002609,5,150.0,20.0
LONG_EMA_CROSS,2017-08-14,2017,8,10:30:00,37.3,2017-08-14,15:30:00,37.36,0.06,0.001609,0.00036,10,300.0,22.41
SHORT_EMA_CROSS,2017-08-17,2017,8,11:00:00,37.27,2017-08-17,15:30:00,36.92,0.35,0.009391,0.001878,9,270.0,20.0
LONG_EMA_CROSS,2017-08-22,2017,8,12:00:00,37.36,2017-08-22,15:30:00,37.36,0.0,0.0,0.0,7,210.0,22.01
SHORT_EMA_CROSS,2017-09-05,2017,9,12:30:00,37.69,2017-09-05,15:30:00,37.9,-0.21,-0.005572,-0.001137,6,180.0,20.4
LONG_EMA_CROSS,2017-09-11,2017,9,15:00:00,37.76,2017-09-11,15:30:00,37.76,0.0,0.0,0.0,1,30.0,20.0
SHORT_EMA_CROSS,2017-09-12,2017,9,10:30:00,37.64,2017-09-12,11:30:00,37.66,-0.02,-0.000531,-0.000115,2,60.0,21.61
LONG_EMA_CROSS,2017-09-12,2017,9,11:30:00,37.66,2017-09-12,12:30:00,37.69,0.03,0.000797,0.000175,2,60.0,22.01
SHORT_EMA_CROSS,2017-09-12,2017,9,12:30:00,37.69,2017-09-12,13:30:00,38.08,-0.39,-0.010348,-0.00236,2,60.0,22.81
LONG_EMA_CROSS,2017-09-12,2017,9,13:30:00,38.08,2017-09-12,15:30:00,37.61,-0.47,-0.012342,-0.003461,4,120.0,28.04
LONG_EMA_CROSS,2017-09-15,2017,9,12:30:00,37.43,2017-09-15,15:30:00,37.39,-0.04,-0.001069,-0.000274,6,180.0,25.63
SHORT_EMA_CROSS,2017-09-18,2017,9,11:00:00,37.4,2017-09-18,15:30:00,37.1,0.3,0.008021,0.001895,9,270.0,23.62
LONG_EMA_CROSS,2017-09-26,2017,9,15:00:00,35.94,2017-09-26,15:30:00,35.83,-0.11,-0.003061,-0.00087,1,30.0,28.44
SHORT_EMA_CROSS,2017-09-28,2017,9,14:30:00,35.8,2017-09-28,15:30:00,35.84,-0.04,-0.001117,-0.000228,2,60.0,20.4
LONG_EMA_CROSS,2017-09-29,2017,9,12:30:00,35.97,2017-09-29,15:30:00,36.01,0.04,0.001112,0.000316,6,180.0,28.44
SHORT_EMA_CROSS,2017-10-04,2017,10,12:00:00,35.96,2017-10-04,15:30:00,35.89,0.07,0.001947,0.000421,7,210.0,21.61
LONG_EMA_CROSS,2017-10-05,2017,10,10:30:00,36.17,2017-10-05,15:30:00,36.34,0.17,0.0047,0.001922,10,300.0,40.9
SHORT_EMA_CROSS,2017-10-19,2017,10,10:30:00,36.47,2017-10-19,15:30:00,36.48,-0.01,-0.000274,-0.000111,10,300.0,40.5
LONG_EMA_CROSS,2017-10-26,2017,10,11:30:00,36.83,2017-10-26,15:30:00,36.81,-0.02,-0.000543,-0.000113,8,240.0,20.8
SHORT_EMA_CROSS,2017-11-14,2017,11,10:00:00,40.51,2017-11-14,15:30:00,40.21,0.3,0.007406,0.001987,11,330.0,26.83
