signal,enter_date,year,month,enter_time,enter_price,exit_date,exit_time,exit_price,profit,profit_pct,capital_return,holding_bars,holding_minutes,percent
SHORT_EMA_CROSS,2024-04-16,2024,4,11:00:00,168.42,2024-04-16,15:30:00,168.32,0.1,0.000594,0.000274,9,270.0,46.13
LONG_EMA_CROSS,2024-04-24,2024,4,10:30:00,166.71,2024-04-24,15:30:00,167.94,1.23,0.007378,0.001831,10,300.0,24.82
SHORT_EMA_CROSS,2024-05-01,2024,5,11:30:00,170.48,2024-05-01,15:30:00,168.27,2.21,0.012963,0.00275,8,240.0,21.21
LONG_EMA_CROSS,2024-05-02,2024,5,13:00:00,171.66,2024-05-02,15:30:00,172.05,0.39,0.002272,0.000491,5,150.0,21.61
SHORT_EMA_CROSS,2024-05-23,2024,5,10:00:00,188.17,2024-05-23,15:30:00,186.04,2.13,0.01132,0.002491,11,330.0,22.01
LONG_EMA_CROSS,2024-05-28,2024,5,10:00:00,190.77,2024-05-28,15:30:00,189.22,-1.55,-0.008125,-0.001723,11,330.0,21.21
SHORT_EMA_CROSS,2024-05-31,2024,5,12:30:00,189.15,2024-05-31,15:30:00,191.57,-2.42,-0.012794,-0.002816,6,180.0,22.01
LONG_EMA_CROSS,2024-06-03,2024,6,09:30:00,193.23,2024-06-03,15:30:00,193.18,-0.05,-0.000259,-5.7e-05,12,360.0,22.01
SHORT_EMA_CROSS,2024-06-10,2024,6,14:30:00,192.26,2024-06-10,15:30:00,192.23,0.03,0.000156,3.7e-05,2,60.0,24.02
LONG_EMA_CROSS,2024-06-11,2024,6,10:30:00,202.29,2024-06-11,15:30:00,206.18,3.89,0.01923,0.010957,10,300.0,56.98
SHORT_EMA_CROSS,2024-06-20,2024,6,11:00:00,208.56,2024-06-20,15:30:00,208.72,-0.16,-0.000767,-0.000181,9,270.0,23.62
LONG_EMA_CROSS,2024-06-26,2024,6,10:30:00,212.21,2024-06-26,15:30:00,212.11,-0.1,-0.000471,-9.4e-05,10,300.0,20.0
SHORT_EMA_CROSS,2024-07-17,2024,7,11:00:00,227.56,2024-07-17,15:30:00,227.81,-0.25,-0.001099,-0.00029,9,270.0,26.43
LONG_EMA_CROSS,2024-07-31,2024,7,10:30:00,221.57,2024-07-31,15:30:00,220.96,-0.61,-0.002753,-0.000628,10,300.0,22.81
SHORT_EMA_CROSS,2024-08-01,2024,8,13:30:00,217.61,2024-08-01,15:30:00,217.29,0.32,0.001471,0.000306,4,120.0,20.8
LONG_EMA_CROSS,2024-08-02,2024,8,10:30:00,221.37,2024-08-02,15:30:00,218.78,-2.59,-0.0117,-0.002387,10,300.0,20.4
SHORT_EMA_CROSS,2024-08-05,2024,8,10:00:00,206.98,2024-08-05,15:30:00,208.22,-1.24,-0.005991,-0.001945,11,330.0,32.46
LONG_EMA_CROSS,2024-08-08,2024,8,13:30:00,212.68,2024-08-08,15:30:00,212.35,-0.33,-0.001552,-0.00031,4,120.0,20.0
SHORT_EMA_CROSS,2024-08-22,2024,8,15:00:00,223.54,2024-08-22,15:30:00,223.74,-0.2,-0.000895,-0.000197,1,30.0,22.01
LONG_EMA_CROSS,2024-08-23,2024,8,10:30:00,225.45,2024-08-23,15:30:00,225.97,0.52,0.002306,0.000554,10,300.0,24.02
SHORT_EMA_CROSS,2024-08-26,2024,8,11:30:00,224.08,2024-08-26,13:30:00,224.81,-0.73,-0.003258,-0.000665,4,120.0,20.4
LONG_EMA_CROSS,2024-08-26,2024,8,13:30:00,224.81,2024-08-26,15:30:00,226.46,1.65,0.00734,0.001497,4,120.0,20.4
SHORT_EMA_CROSS,2024-08-30,2024,8,14:30:00,227.76,2024-08-30,15:30:00,228.06,-0.3,-0.001317,-0.000322,2,60.0,24.42
LONG_EMA_CROSS,2024-09-03,2024,9,09:30:00,225.37,2024-09-03,10:00:00,224.53,-0.84,-0.003727,-0.00082,1,30.0,22.01
SHORT_EMA_CROSS,2024-09-03,2024,9,10:00:00,224.53,2024-09-03,15:30:00,221.97,2.56,0.011402,0.004022,11,330.0,35.28
LONG_EMA_CROSS,2024-09-11,2024,9,14:30:00,220.67,2024-09-11,15:30:00,221.77,1.1,0.004985,0.001237,2,60.0,24.82
SHORT_EMA_CROSS,2024-09-16,2024,9,10:00:00,215.92,2024-09-16,15:30:00,215.54,0.38,0.00176,0.000628,11,330.0,35.68
LONG_EMA_CROSS,2024-09-18,2024,9,11:30:00,218.85,2024-09-18,15:30:00,219.92,1.07,0.004889,0.001037,8,240.0,21.21
SHORT_EMA_CROSS,2024-09-25,2024,9,11:30:00,224.74,2024-09-25,15:30:00,225.52,-0.78,-0.003471,-0.00075,8,240.0,21.61
LONG_EMA_CROSS,2024-09-26,2024,9,11:30:00,226.9,2024-09-26,15:30:00,226.94,0.04,0.000176,3.5e-05,8,240.0,20.0
SHORT_EMA_CROSS,2024-10-01,2024,10,11:30:00,224.43,2024-10-01,15:30:00,225.47,-1.04,-0.004634,-0.001486,8,240.0,32.06
LONG_EMA_CROSS,2024-10-09,2024,10,09:30:00,225.34,2024-10-09,15:30:00,228.71,3.37,0.014955,0.003051,12,360.0,20.4
SHORT_EMA_CROSS,2024-10-23,2024,10,12:00:00,228.89,2024-10-23,15:30:00,229.94,-1.05,-0.004587,-0.001046,7,210.0,22.81
LONG_EMA_CROSS,2024-10-28,2024,10,10:00:00,232.82,2024-10-28,15:30:00,232.67,-0.15,-0.000644,-0.000134,11,330.0,20.8
SHORT_EMA_CROSS,2024-10-30,2024,10,11:00:00,230.75,2024-10-30,15:30:00,229.33,1.42,0.006154,0.001354,9,270.0,22.01
LONG_EMA_CROSS,2024-11-07,2024,11,10:30:00,225.44,2024-11-07,15:30:00,226.89,1.45,0.006432,0.001493,10,300.0,23.22
SHORT_EMA_CROSS,2024-11-11,2024,11,11:00:00,222.24,2024-11-11,15:30:00,223.7,-1.46,-0.006569,-0.002027,9,270.0,30.85
LONG_EMA_CROSS,2024-11-13,2024,11,13:00:00,225.82,2024-11-13,15:30:00,224.53,-1.29,-0.005713,-0.001395,5,150.0,24.42
SHORT_EMA_CROSS,2024-11-15,2024,11,13:00:00,224.2,2024-11-15,15:30:00,224.39,-0.19,-0.000847,-0.000193,5,150.0,22.81
LONG_EMA_CROSS,2024-11-18,2024,11,10:30:00,227.88,2024-11-18,15:30:00,227.44,-0.44,-0.001931,-0.000549,10,300.0,28.44
SHORT_EMA_CROSS,2024-11-20,2024,11,12:30:00,226.35,2024-11-20,15:30:00,228.45,-2.1,-0.009278,-0.001856,6,180.0,20.0
LONG_EMA_CROSS,2024-11-21,2024,11,09:30:00,226.45,2024-11-21,10:30:00,227.79,1.34,0.005917,0.001398,2,60.0,23.62
SHORT_EMA_CROSS,2024-11-21,2024,11,10:30:00,227.79,2024-11-21,11:30:00,228.32,-0.53,-0.002327,-0.000643,2,60.0,27.64
LONG_EMA_CROSS,2024-11-21,2024,11,11:30:00,228.32,2024-11-21,15:30:00,227.96,-0.36,-0.001577,-0.00041,8,240.0,26.03
SHORT_EMA_CROSS,2024-12-19,2024,12,10:30:00,249.86,2024-12-19,15:30:00,249.25,0.61,0.002441,0.000537,10,300.0,22.01
LONG_EMA_CROSS,2024-12-20,2024,12,12:30:00,252.76,2024-12-20,15:30:00,253.98,1.22,0.004827,0.001412,6,180.0,29.25
SHORT_EMA_CROSS,2024-12-27,2024,12,13:00:00,254.34,2024-12-27,15:30:00,255.1,-0.76,-0.002988,-0.000646,5,150.0,21.61
LONG_EMA_CROSS,2025-01-15,2025,1,13:00:00,236.97,2025-01-15,15:30:00,237.3,0.33,0.001393,0.00029,5,150.0,20.8
SHORT_EMA_CROSS,2025-01-16,2025,1,10:30:00,231.44,2025-01-16,15:30:00,227.69,3.75,0.016203,0.004088,10,300.0,25.23
LONG_EMA_CROSS,2025-01-27,2025,1,11:00:00,227.94,2025-01-27,15:30:00,229.38,1.44,0.006317,0.00134,9,270.0,21.21
SHORT_EMA_CROSS,2025-02-03,2025,2,09:30:00,228.29,2025-02-03,15:30:00,227.43,0.86,0.003767,0.000768,12,360.0,20.4
LONG_EMA_CROSS,2025-02-06,2025,2,14:30:00,231.62,2025-02-06,15:30:00,232.66,1.04,0.00449,0.001006,2,60.0,22.41
SHORT_EMA_CROSS,2025-02-07,2025,2,11:00:00,228.49,2025-02-07,15:30:00,227.16,1.33,0.005821,0.001235,9,270.0,21.21
LONG_EMA_CROSS,2025-02-11,2025,2,11:00:00,234.34,2025-02-11,15:30:00,232.47,-1.87,-0.00798,-0.002206,9,270.0,27.64
SHORT_EMA_CROSS,2025-02-26,2025,2,10:30:00,241.87,2025-02-26,15:30:00,240.0,1.87,0.007731,0.001671,10,300.0,21.61
LONG_EMA_CROSS,2025-03-03,2025,3,14:00:00,240.82,2025-03-03,15:00:00,236.58,-4.24,-0.017607,-0.003592,2,60.0,20.4
SHORT_EMA_CROSS,2025-03-03,2025,3,15:00:00,236.58,2025-03-03,15:30:00,237.84,-1.26,-0.005326,-0.001151,1,30.0,21.61
LONG_EMA_CROSS,2025-03-07,2025,3,11:30:00,238.93,2025-03-07,15:30:00,238.76,-0.17,-0.000712,-0.000162,8,240.0,22.81
SHORT_EMA_CROSS,2025-03-10,2025,3,10:30:00,225.88,2025-03-10,15:30:00,227.25,-1.37,-0.006065,-0.001871,10,300.0,30.85
LONG_EMA_CROSS,2025-03-19,2025,3,11:00:00,215.4,2025-03-19,15:30:00,215.02,-0.38,-0.001764,-0.00036,9,270.0,20.4
SHORT_EMA_CROSS,2025-03-20,2025,3,13:30:00,213.1,2025-03-20,15:30:00,213.87,-0.77,-0.003613,-0.000795,4,120.0,22.01
LONG_EMA_CROSS,2025-03-21,2025,3,15:00:00,215.03,2025-03-21,15:30:00,218.07,3.04,0.014138,0.003283,1,30.0,23.22
SHORT_EMA_CROSS,2025-03-28,2025,3,12:30:00,218.3,2025-03-28,15:30:00,217.56,0.74,0.00339,0.000964,6,180.0,28.44
LONG_EMA_CROSS,2025-04-01,2025,4,09:30:00,222.85,2025-04-01,15:30:00,222.85,0.0,0.0,0.0,12,360.0,22.01
SHORT_EMA_CROSS,2025-04-03,2025,4,10:00:00,205.36,2025-04-03,15:30:00,202.79,2.57,0.012515,0.007382,11,330.0,58.99
LONG_EMA_CROSS,2025-04-10,2025,4,09:30:00,193.03,2025-04-10,15:30:00,190.19,-2.84,-0.014713,-0.006374,12,360.0,43.32
SHORT_EMA_CROSS,2025-04-16,2025,4,13:00:00,197.5,2025-04-16,15:30:00,194.05,3.45,0.017468,0.003494,5,150.0,20.0
LONG_EMA_CROSS,2025-04-22,2025,4,11:30:00,199.07,2025-04-22,15:30:00,199.4,0.33,0.001658,0.000345,8,240.0,20.8
SHORT_EMA_CROSS,2025-05-02,2025,5,10:30:00,204.89,2025-05-02,15:30:00,205.03,-0.14,-0.000683,-0.000137,10,300.0,20.0
LONG_EMA_CROSS,2025-05-12,2025,5,10:00:00,209.16,2025-05-12,15:30:00,210.83,1.67,0.007984,0.002496,11,330.0,31.26
SHORT_EMA_CROSS,2025-05-19,2025,5,10:30:00,207.55,2025-05-19,15:30:00,208.76,-1.21,-0.00583,-0.001306,10,300.0,22.41
LONG_EMA_CROSS,2025-05-28,2025,5,13:00:00,201.12,2025-05-28,15:30:00,200.42,-0.7,-0.003481,-0.000696,5,150.0,20.0
SHORT_EMA_CROSS,2025-05-29,2025,5,12:00:00,199.42,2025-05-29,15:30:00,199.94,-0.52,-0.002608,-0.000574,7,210.0,22.01
LONG_EMA_CROSS,2025-06-02,2025,6,11:00:00,200.71,2025-06-02,15:30:00,201.8,1.09,0.005431,0.00137,9,270.0,25.23
SHORT_EMA_CROSS,2025-06-05,2025,6,15:30:00,200.55,2025-06-06,10:00:00,203.65,-3.1,-0.015457,-0.003153,2,1110.0,20.4
LONG_EMA_CROSS,2025-06-06,2025,6,10:00:00,203.65,2025-06-06,15:30:00,203.98,0.33,0.00162,0.000363,11,330.0,22.41
SHORT_EMA_CROSS,2025-06-09,2025,6,14:30:00,201.52,2025-06-09,15:30:00,201.45,0.07,0.000347,6.9e-05,2,60.0,20.0
